point,Year,Month,observed,simulated,model
1,2017,9,10.11482402,7.8658436,Linear
0,2018,1,8.390190468,11.37654562,Linear
3,2020,3,19.15736299,14.08935556,Linear
1,2019,1,1.282058107,7.74516241,Linear
6,2020,3,17.21032921,13.30049578,Linear
3,2018,5,2.690658272,3.0825328,Linear
5,2017,2,20.04127656,19.07796287,Linear
9,2015,12,12.23107378,11.99910619,Linear
5,2018,11,9.311518604,13.82385633,Linear
4,2015,3,3.183373017,5.94110784,Linear
4,2020,6,1.612809636,0.41464675,Linear
2,2017,4,13.72131194,15.36247933,Linear
5,2019,1,24.95420422,20.40909176,Linear
0,2018,11,5.923436408,8.97133866,Linear
9,2010,4,16.90699824,20.11744468,Linear
2,2017,2,2.58968786,6.24915609,Linear
0,2018,3,44.83177431,34.47779289,Linear
9,2017,3,14.13806472,19.42110761,Linear
3,2018,9,3.700958981,2.74145948,Linear
3,2019,1,6.806638277,10.69005398,Linear
9,2016,1,8.649094367,9.26790783,Linear
1,2017,4,23.01616592,17.02485844,Linear
0,2017,1,27.05581825,21.92455683,Linear
0,2019,5,3.815908361,27.94064995,Linear
4,2019,9,2.396050783,1.79246064,Linear
4,2017,4,14.06096151,10.8309882,Linear
5,2017,7,5.73535214,13.66340204,Linear
6,2019,4,13.45922564,13.62578292,Linear
7,2017,1,15.41037358,25.80204279,Linear
5,2017,12,12.04178737,13.6690658,Linear
1,2019,5,49.05105595,33.17847117,Linear
7,2019,2,27.73311196,27.98769778,Linear
7,2019,4,13.98024882,18.26052363,Linear
1,2019,2,38.42358928,28.99408084,Linear
7,2018,11,7.6025644,8.50974319,Linear
3,2018,3,16.21403981,19.04591195,Linear
5,2019,11,26.89724951,9.24481261,Linear
9,2015,9,6.61753809,6.87752016,Linear
7,2017,4,31.61098847,24.40688863,Linear
4,2015,5,4.285434513,-2.42894134,Linear
0,2017,12,0.546181582,-0.87739848,Linear
4,2020,3,6.507192328,11.00538947,Linear
7,2019,1,28.00418053,24.09189335,Linear
3,2019,2,17.75361921,19.28703456,Linear
8,2018,1,3.036029783,4.49094558,Linear
4,2017,12,1.265862588,1.88457431,Linear
4,2019,3,8.911605507,10.45315803,Linear
9,2011,6,8.601766894,13.27575141,Linear
5,2019,5,33.54498705,28.83493888,Linear
9,2014,1,3.826331704,6.05438959,Linear
0,2017,2,17.70296987,17.15218489,Linear
4,2017,11,2.240949109,8.22077282,Linear
1,2019,4,21.69245449,12.06621869,Linear
9,2009,4,8.29068947,11.37637084,Linear
6,2019,9,1.828964745,5.51529262,Linear
4,2018,1,3.815883693,7.30999013,Linear
4,2019,5,10.49457265,14.846319,Linear
3,2017,5,4.409070621,10.34263278,Linear
4,2016,1,12.80936478,2.29612168,Linear
9,2013,12,7.64620794,5.67926878,Linear
9,2017,1,7.227270556,7.52717688,Linear
7,2016,12,5.848278069,17.20417527,Linear
3,2017,10,0.981763519,1.99867706,Linear
9,2016,10,11.44761013,19.09880583,Linear
8,2018,3,32.58603513,25.19818898,Linear
3,2020,10,2.822406604,2.56019984,Linear
9,2015,2,27.83080087,18.66555099,Linear
3,2020,9,3.920682208,3.65418108,Linear
0,2018,12,9.64312643,9.99464149,Linear
9,2012,10,13.61446888,8.50327847,Linear
9,2013,9,10.13412501,5.48403371,Linear
1,2017,10,2.74337293,3.33488899,Linear
4,2018,10,1.50759297,-3.61019144,Linear
3,2020,1,3.218538485,6.60006043,Linear
5,2016,12,5.484272443,15.3874751,Linear
9,2013,1,7.309064098,13.03259363,Linear
4,2019,1,4.525495613,10.08008485,Linear
8,2017,10,2.93672387,4.40979131,Linear
0,2018,2,2.498632739,6.00186579,Linear
3,2018,1,5.656245483,3.88908515,Linear
9,2015,11,16.64762587,13.93855999,Linear
5,2019,2,24.92049038,25.89775139,Linear
5,2018,12,13.86023451,15.80781265,Linear
6,2019,3,23.64348657,19.7981881,Linear
1,2018,1,5.653355531,5.74315478,Linear
2,2018,4,9.618171061,5.98806239,Linear
4,2016,5,2.869377965,5.20554415,Linear
2,2017,5,16.61527819,11.84808918,Linear
7,2019,9,10.38984487,5.39033795,Linear
0,2018,10,4.346560852,12.45520438,Linear
1,2018,12,6.878712176,5.39684007,Linear
9,2009,11,14.38211176,10.57856915,Linear
3,2017,9,8.65570481,5.40026378,Linear
0,2017,9,3.331262836,7.275196,Linear
7,2017,5,6.615374114,7.00056239,Linear
5,2016,10,19.45612758,22.15919925,Linear
4,2016,10,5.859264947,10.72734802,Linear
9,2016,9,6.126430906,4.1102827,Linear
0,2018,4,8.692970257,11.40011849,Linear
4,2017,1,12.50871221,19.70797716,Linear
9,2010,12,14.14622876,11.52879085,Linear
4,2015,4,7.150572033,7.27461945,Ridge
8,2018,2,5.450234295,6.13221943,Ridge
7,2018,12,19.96671802,13.6436579,Ridge
3,2019,4,5.828626136,11.6811243,Ridge
3,2017,12,0.567424986,2.19724769,Ridge
9,2014,3,11.35296671,14.5104358,Ridge
6,2018,4,11.11017613,19.1473263,Ridge
4,2014,2,6.7912084,11.8810384,Ridge
5,2019,4,14.78028042,14.7953838,Ridge
4,2016,4,11.08191898,8.36734823,Ridge
2,2018,2,2.398463588,3.50330325,Ridge
9,2012,5,5.654710074,7.86293522,Ridge
2,2019,4,21.81838127,13.3845205,Ridge
0,2019,3,13.16736556,20.8382245,Ridge
7,2019,10,3.099965587,7.01191391,Ridge
4,2014,4,4.297692827,6.71152132,Ridge
3,2018,2,2.291174492,4.32899079,Ridge
6,2019,2,27.07093515,25.0324489,Ridge
4,2013,4,4.280438492,3.82441391,Ridge
2,2016,12,6.939217466,7.95740381,Ridge
9,2015,10,3.580061972,6.10181644,Ridge
7,2018,10,8.359141989,7.2115247,Ridge
2,2017,12,0.399636535,-4.08169565,Ridge
5,2018,10,16.42467201,5.42450998,Ridge
3,2017,11,1.898530626,7.68794314,Ridge
9,2011,5,22.76611819,14.2843267,Ridge
9,2016,2,14.13958863,8.23591523,Ridge
4,2018,4,4.312692098,11.4967627,Ridge
0,2019,2,33.38872766,26.6263602,Ridge
1,2018,10,5.483880108,3.7852679,Ridge
9,2014,12,5.660187314,9.45831913,Ridge
9,2012,6,3.003905531,5.49849568,Ridge
7,2018,4,11.33125405,19.7128306,Ridge
6,2019,5,31.80515037,31.5681615,Ridge
7,2019,12,19.90500868,14.5261409,Ridge
2,2019,3,9.796348087,19.2442208,Ridge
4,2018,5,4.234862606,1.41868107,Ridge
0,2016,10,8.936654568,7.3738078,Ridge
2,2017,1,22.52026988,22.4104985,Ridge
5,2017,11,20.11259489,16.2557279,Ridge
4,2019,12,4.210894541,2.80839705,Ridge
9,2011,10,2.815849998,10.3883792,Ridge
2,2017,9,3.163764948,0.751416513,Ridge
5,2018,5,5.997186408,8.79405813,Ridge
3,2018,10,1.654591795,3.44130333,Ridge
6,2019,1,10.72167751,18.4304133,Ridge
6,2019,11,1.73158028,6.76408283,Ridge
2,2018,10,4.785497627,5.20084291,Ridge
4,2017,5,3.646871045,-0.347254365,Ridge
9,2012,3,20.49871571,22.7704974,Ridge
9,2012,12,6.189997767,8.88066546,Ridge
9,2016,3,30.29992254,24.9656746,Ridge
9,2015,6,2.993042835,6.59216697,Ridge
3,2019,3,24.17831357,18.9422409,Ridge
9,2015,5,3.158080504,6.88444529,Ridge
1,2019,9,4.392512268,4.23184781,Ridge
9,2010,2,25.35982305,15.4208604,Ridge
8,2017,12,0.573315257,5.75830592,Ridge
9,2012,2,19.93780669,17.3990282,Ridge
9,2014,11,21.7346092,6.57500515,Ridge
7,2017,3,23.12237426,22.343292,Ridge
0,2016,12,7.952245853,10.0962362,Ridge
4,2018,3,8.222585618,21.8802233,Ridge
5,2019,10,3.009202133,3.79441347,Ridge
9,2013,3,8.295660054,18.4948422,Ridge
4,2015,11,2.349283581,4.47409579,Ridge
4,2016,3,14.14796359,12.9155789,Ridge
9,2014,9,7.560305695,7.39348698,Ridge
5,2018,4,25.78419954,19.1253623,Ridge
9,2013,5,8.231487228,8.15497303,Ridge
1,2017,11,6.565297143,7.16085039,Ridge
9,2011,2,21.85212517,14.654756,Ridge
0,2017,5,16.74672866,11.7919119,Ridge
0,2017,10,3.92764713,0.58809489,Ridge
4,2014,1,1.350812486,-1.18766729,Ridge
3,2020,4,11.46218612,16.6250069,Ridge
1,2018,11,8.418840492,13.0817614,Ridge
1,2017,3,17.00566978,15.366179,Ridge
9,2013,6,11.37042125,8.77209896,Ridge
9,2012,1,11.21531196,14.1962086,Ridge
6,2018,12,6.730787384,11.3530675,Ridge
5,2018,1,13.12864585,14.6036524,Ridge
9,2015,1,11.79381079,8.98478471,Ridge
7,2019,3,32.40258604,24.3045324,Ridge
9,2016,11,16.71486408,12.9410802,Ridge
7,2017,12,16.55112317,13.9582412,Ridge
4,2015,2,3.489009626,9.60988541,Ridge
9,2013,4,13.75221182,15.6425259,Ridge
3,2017,8,5.373447316,6.5217673,Ridge
4,2018,2,1.994999386,1.44479703,Ridge
9,2011,12,11.59651672,11.1768376,Ridge
7,2018,2,9.218989577,14.4853913,Ridge
6,2018,10,1.414425093,5.6496098,Ridge
9,2010,11,15.01841214,9.7318178,Ridge
9,2009,10,9.522431076,7.796504,Ridge
9,2016,4,10.01170127,15.9870944,Ridge
5,2018,3,55.95462359,26.6851416,Ridge
6,2020,5,8.113904755,9.67583215,Ridge
5,2017,3,33.21987992,22.188735,Ridge
4,2020,1,2.518471169,-0.189738532,Ridge
9,2011,1,10.53014893,13.1135454,Ridge
9,2009,6,5.417222821,6.43114833,Ridge
4,2015,10,1.592861098,-2.20420652,Ridge
4,2015,12,6.679375435,3.72877302,Ridge
2,2016,11,5.966413644,7.28938776,Ridge
4,2014,10,0.768043714,0.425618459,Ridge
9,2014,2,16.08534286,14.6315219,Ridge
9,2010,10,7.246847269,6.87701011,Ridge
8,2017,11,4.235207746,5.14866541,Ridge
4,2020,12,1.062534016,1.47243379,Ridge
4,2013,6,2.859771397,-0.732693322,Ridge
3,2020,11,2.697623188,3.50226027,Ridge
6,2018,1,7.078320287,15.0308384,Ridge
2,2019,2,29.52620352,24.9660195,Ridge
2,2019,1,11.06682136,11.5809225,Ridge
3,2020,12,5.125539483,3.11593174,Ridge
0,2019,4,20.95981566,15.5476765,Ridge
5,2017,10,5.991059778,11.6463112,Ridge
4,2016,11,1.054710671,2.74192183,Ridge
6,2018,3,28.92864225,30.2109634,Ridge
9,2009,8,6.89515517,7.35288973,Ridge
4,2013,11,0.643760028,2.61857825,Ridge
5,2017,1,18.34944128,22.1162007,Ridge
9,2009,5,6.472561342,11.5968788,Ridge
4,2019,4,4.939601342,4.63206113,Ridge
9,2012,9,9.829398956,7.66726896,Ridge
6,2020,4,8.070299848,14.0327128,Ridge
1,2017,9,10.11482402,6.70367024,Ridge
0,2018,1,8.390190468,8.44633785,Ridge
3,2020,3,19.15736299,14.0329364,Ridge
1,2019,1,1.282058107,6.49067702,Ridge
6,2020,3,17.21032921,17.5597162,Ridge
3,2018,5,2.690658272,4.6485969,Ridge
5,2017,2,20.04127656,24.1806069,Ridge
9,2015,12,12.23107378,10.5095416,Ridge
5,2018,11,9.311518604,11.6328404,Ridge
4,2015,3,3.183373017,4.31872121,Ridge
4,2020,6,1.612809636,-4.49079942,Ridge
2,2017,4,13.72131194,17.6329166,Ridge
5,2019,1,24.95420422,21.2459934,Ridge
0,2018,11,5.923436408,6.23333464,Ridge
9,2010,4,16.90699824,22.2996147,Ridge
2,2017,2,2.58968786,12.4927344,Ridge
0,2018,3,44.83177431,33.7014424,Ridge
9,2017,3,14.13806472,18.4362227,Ridge
3,2018,9,3.700958981,4.277657,Ridge
3,2019,1,6.806638277,11.9578416,Ridge
9,2016,1,8.649094367,7.79027445,Ridge
1,2017,4,23.01616592,21.3339067,Ridge
0,2017,1,27.05581825,23.868962,Ridge
0,2019,5,3.815908361,20.3330181,Ridge
4,2019,9,2.396050783,4.08446082,Ridge
4,2017,4,14.06096151,16.6498042,Ridge
5,2017,7,5.73535214,5.52510649,Ridge
6,2019,4,13.45922564,15.1628347,Ridge
7,2017,1,15.41037358,17.939563,Ridge
5,2017,12,12.04178737,9.90492831,Ridge
1,2019,5,49.05105595,26.4579818,Ridge
7,2019,2,27.73311196,21.6442783,Ridge
7,2019,4,13.98024882,18.1025667,Ridge
1,2019,2,38.42358928,27.9095551,Ridge
7,2018,11,7.6025644,10.3581336,Ridge
3,2018,3,16.21403981,22.5255245,Ridge
5,2019,11,26.89724951,8.33092901,Ridge
9,2015,9,6.61753809,8.14581209,Ridge
7,2017,4,31.61098847,27.3040152,Ridge
4,2015,5,4.285434513,-0.295633096,Ridge
0,2017,12,0.546181582,-1.78679721,Ridge
4,2020,3,6.507192328,12.3832278,Ridge
7,2019,1,28.00418053,16.2615495,Ridge
3,2019,2,17.75361921,20.8761206,Ridge
8,2018,1,3.036029783,0.025079801,Ridge
4,2017,12,1.265862588,4.332378,Ridge
4,2019,3,8.911605507,8.99619878,Ridge
9,2011,6,8.601766894,11.9984617,Ridge
5,2019,5,33.54498705,31.3735402,Ridge
9,2014,1,3.826331704,7.07011033,Ridge
0,2017,2,17.70296987,19.469353,Ridge
4,2017,11,2.240949109,8.52104987,Ridge
1,2019,4,21.69245449,12.6271386,Ridge
9,2009,4,8.29068947,9.98153562,Ridge
6,2019,9,1.828964745,8.42170424,Ridge
4,2018,1,3.815883693,6.06685402,Ridge
4,2019,5,10.49457265,15.8483974,Ridge
3,2017,5,4.409070621,9.00983533,Ridge
4,2016,1,12.80936478,0.564568073,Ridge
9,2013,12,7.64620794,3.41381567,Ridge
9,2017,1,7.227270556,4.5605817,Ridge
7,2016,12,5.848278069,15.229077,Ridge
3,2017,10,0.981763519,2.75460804,Ridge
9,2016,10,11.44761013,20.0392227,Ridge
8,2018,3,32.58603513,24.8126499,Ridge
3,2020,10,2.822406604,0.279803044,Ridge
9,2015,2,27.83080087,16.5947052,Ridge
3,2020,9,3.920682208,2.79099197,Ridge
0,2018,12,9.64312643,6.89027761,Ridge
9,2012,10,13.61446888,9.69706799,Ridge
9,2013,9,10.13412501,7.50160999,Ridge
1,2017,10,2.74337293,3.11758432,Ridge
4,2018,10,1.50759297,0.152638902,Ridge
3,2020,1,3.218538485,8.14496892,Ridge
5,2016,12,5.484272443,13.4704465,Ridge
9,2013,1,7.309064098,9.96790165,Ridge
4,2019,1,4.525495613,8.97453935,Ridge
8,2017,10,2.93672387,5.49224912,Ridge
0,2018,2,2.498632739,5.72598102,Ridge
3,2018,1,5.656245483,6.01468027,Ridge
9,2015,11,16.64762587,11.8595218,Ridge
5,2019,2,24.92049038,25.1886607,Ridge
5,2018,12,13.86023451,12.0907918,Ridge
6,2019,3,23.64348657,24.2287888,Ridge
1,2018,1,5.653355531,5.89374123,Ridge
2,2018,4,9.618171061,9.64879959,Ridge
4,2016,5,2.869377965,4.44658761,Ridge
2,2017,5,16.61527819,10.1934032,Ridge
7,2019,9,10.38984487,9.50062997,Ridge
0,2018,10,4.346560852,10.1251293,Ridge
1,2018,12,6.878712176,8.60147596,Ridge
9,2009,11,14.38211176,12.3777877,Ridge
3,2017,9,8.65570481,5.37159293,Ridge
0,2017,9,3.331262836,2.73862096,Ridge
7,2017,5,6.615374114,6.5641152,Ridge
5,2016,10,19.45612758,22.3901965,Ridge
4,2016,10,5.859264947,13.2926904,Ridge
9,2016,9,6.126430906,4.86364509,Ridge
0,2018,4,8.692970257,11.4431116,Ridge
4,2017,1,12.50871221,22.624523,Ridge
9,2010,12,14.14622876,13.0354281,Ridge
4,2015,4,7.150572033,7.28767829,RidgeCV
8,2018,2,5.450234295,6.07798379,RidgeCV
7,2018,12,19.96671802,13.6606735,RidgeCV
3,2019,4,5.828626136,11.668011,RidgeCV
3,2017,12,0.567424986,2.19125251,RidgeCV
9,2014,3,11.35296671,14.5160736,RidgeCV
6,2018,4,11.11017613,19.1257631,RidgeCV
4,2014,2,6.7912084,11.8576388,RidgeCV
5,2019,4,14.78028042,14.773432,RidgeCV
4,2016,4,11.08191898,8.38816158,RidgeCV
2,2018,2,2.398463588,3.487251,RidgeCV
9,2012,5,5.654710074,7.87664598,RidgeCV
2,2019,4,21.81838127,13.3693602,RidgeCV
0,2019,3,13.16736556,20.8663257,RidgeCV
7,2019,10,3.099965587,7.01510152,RidgeCV
4,2014,4,4.297692827,6.73724744,RidgeCV
3,2018,2,2.291174492,4.32871814,RidgeCV
6,2019,2,27.07093515,25.0106244,RidgeCV
4,2013,4,4.280438492,3.82991883,RidgeCV
2,2016,12,6.939217466,7.93081644,RidgeCV
9,2015,10,3.580061972,6.14508226,RidgeCV
7,2018,10,8.359141989,7.20432559,RidgeCV
2,2017,12,0.399636535,-4.12408609,RidgeCV
5,2018,10,16.42467201,5.42754287,RidgeCV
3,2017,11,1.898530626,7.67817234,RidgeCV
9,2011,5,22.76611819,14.2261826,RidgeCV
9,2016,2,14.13958863,8.31784356,RidgeCV
4,2018,4,4.312692098,11.4693796,RidgeCV
0,2019,2,33.38872766,26.5947828,RidgeCV
1,2018,10,5.483880108,3.79736958,RidgeCV
9,2014,12,5.660187314,9.47428603,RidgeCV
9,2012,6,3.003905531,5.46476976,RidgeCV
7,2018,4,11.33125405,19.7450987,RidgeCV
6,2019,5,31.80515037,31.5779368,RidgeCV
7,2019,12,19.90500868,14.5367933,RidgeCV
2,2019,3,9.796348087,19.2450706,RidgeCV
4,2018,5,4.234862606,1.36473781,RidgeCV
0,2016,10,8.936654568,7.37354989,RidgeCV
2,2017,1,22.52026988,22.352037,RidgeCV
5,2017,11,20.11259489,16.2668203,RidgeCV
4,2019,12,4.210894541,2.73771207,RidgeCV
9,2011,10,2.815849998,10.4533356,RidgeCV
2,2017,9,3.163764948,0.70243855,RidgeCV
5,2018,5,5.997186408,8.75445165,RidgeCV
3,2018,10,1.654591795,3.42058072,RidgeCV
6,2019,1,10.72167751,18.4322415,RidgeCV
6,2019,11,1.73158028,6.75121487,RidgeCV
2,2018,10,4.785497627,5.16792312,RidgeCV
4,2017,5,3.646871045,-0.367000803,RidgeCV
9,2012,3,20.49871571,22.6971622,RidgeCV
9,2012,12,6.189997767,8.86222157,RidgeCV
9,2016,3,30.29992254,24.9536479,RidgeCV
9,2015,6,2.993042835,6.58780188,RidgeCV
3,2019,3,24.17831357,18.9938037,RidgeCV
9,2015,5,3.158080504,6.83489801,RidgeCV
1,2019,9,4.392512268,4.22402884,RidgeCV
9,2010,2,25.35982305,15.412863,RidgeCV
8,2017,12,0.573315257,5.73659469,RidgeCV
9,2012,2,19.93780669,17.4135048,RidgeCV
9,2014,11,21.7346092,6.59402224,RidgeCV
7,2017,3,23.12237426,22.4044276,RidgeCV
0,2016,12,7.952245853,10.109653,RidgeCV
4,2018,3,8.222585618,21.8566898,RidgeCV
5,2019,10,3.009202133,3.73476207,RidgeCV
9,2013,3,8.295660054,18.5256361,RidgeCV
4,2015,11,2.349283581,4.48196693,RidgeCV
4,2016,3,14.14796359,12.9574997,RidgeCV
9,2014,9,7.560305695,7.37301263,RidgeCV
5,2018,4,25.78419954,19.1279656,RidgeCV
9,2013,5,8.231487228,8.12113686,RidgeCV
1,2017,11,6.565297143,7.17305289,RidgeCV
9,2011,2,21.85212517,14.6777792,RidgeCV
0,2017,5,16.74672866,11.833741,RidgeCV
0,2017,10,3.92764713,0.574119132,RidgeCV
4,2014,1,1.350812486,-1.26525857,RidgeCV
3,2020,4,11.46218612,16.6792563,RidgeCV
1,2018,11,8.418840492,13.1141848,RidgeCV
1,2017,3,17.00566978,15.4136776,RidgeCV
9,2013,6,11.37042125,8.74433735,RidgeCV
9,2012,1,11.21531196,14.2601453,RidgeCV
6,2018,12,6.730787384,11.3249563,RidgeCV
5,2018,1,13.12864585,14.6153432,RidgeCV
9,2015,1,11.79381079,9.02798441,RidgeCV
7,2019,3,32.40258604,24.3862587,RidgeCV
9,2016,11,16.71486408,12.9752126,RidgeCV
7,2017,12,16.55112317,14.0448015,RidgeCV
4,2015,2,3.489009626,9.64139153,RidgeCV
9,2013,4,13.75221182,15.645996,RidgeCV
3,2017,8,5.373447316,6.54905518,RidgeCV
4,2018,2,1.994999386,1.36763063,RidgeCV
9,2011,12,11.59651672,11.2236379,RidgeCV
7,2018,2,9.218989577,14.5457009,RidgeCV
6,2018,10,1.414425093,5.62185486,RidgeCV
9,2010,11,15.01841214,9.74367939,RidgeCV
9,2009,10,9.522431076,7.79334283,RidgeCV
9,2016,4,10.01170127,15.9744976,RidgeCV
5,2018,3,55.95462359,26.7318445,RidgeCV
6,2020,5,8.113904755,9.62919851,RidgeCV
5,2017,3,33.21987992,22.224453,RidgeCV
4,2020,1,2.518471169,-0.230710812,RidgeCV
9,2011,1,10.53014893,13.152838,RidgeCV
9,2009,6,5.417222821,6.39364079,RidgeCV
4,2015,10,1.592861098,-2.19439536,RidgeCV
4,2015,12,6.679375435,3.69645798,RidgeCV
2,2016,11,5.966413644,7.30299542,RidgeCV
4,2014,10,0.768043714,0.419004831,RidgeCV
9,2014,2,16.08534286,14.6151062,RidgeCV
9,2010,10,7.246847269,6.85019084,RidgeCV
8,2017,11,4.235207746,5.09126117,RidgeCV
4,2020,12,1.062534016,1.44140158,RidgeCV
4,2013,6,2.859771397,-0.732954071,RidgeCV
3,2020,11,2.697623188,3.50996597,RidgeCV
6,2018,1,7.078320287,15.0135544,RidgeCV
2,2019,2,29.52620352,24.9019924,RidgeCV
2,2019,1,11.06682136,11.5366094,RidgeCV
3,2020,12,5.125539483,3.116266,RidgeCV
0,2019,4,20.95981566,15.5722241,RidgeCV
5,2017,10,5.991059778,11.6858488,RidgeCV
4,2016,11,1.054710671,2.73520415,RidgeCV
6,2018,3,28.92864225,30.2233762,RidgeCV
9,2009,8,6.89515517,7.3676142,RidgeCV
4,2013,11,0.643760028,2.60356145,RidgeCV
5,2017,1,18.34944128,22.1458031,RidgeCV
9,2009,5,6.472561342,11.5925685,RidgeCV
4,2019,4,4.939601342,4.59947711,RidgeCV
9,2012,9,9.829398956,7.69692649,RidgeCV
6,2020,4,8.070299848,13.9862697,RidgeCV
1,2017,9,10.11482402,6.72723365,RidgeCV
0,2018,1,8.390190468,8.49205252,RidgeCV
3,2020,3,19.15736299,14.042625,RidgeCV
1,2019,1,1.282058107,6.45060189,RidgeCV
6,2020,3,17.21032921,17.5271428,RidgeCV
3,2018,5,2.690658272,4.60728345,RidgeCV
5,2017,2,20.04127656,24.1477149,RidgeCV
9,2015,12,12.23107378,10.493424,RidgeCV
5,2018,11,9.311518604,11.6946255,RidgeCV
4,2015,3,3.183373017,4.381639,RidgeCV
4,2020,6,1.612809636,-4.50558776,RidgeCV
2,2017,4,13.72131194,17.6010457,RidgeCV
5,2019,1,24.95420422,21.2776327,RidgeCV
0,2018,11,5.923436408,6.2492415,RidgeCV
9,2010,4,16.90699824,22.2564556,RidgeCV
2,2017,2,2.58968786,12.424302,RidgeCV
0,2018,3,44.83177431,33.7648833,RidgeCV
9,2017,3,14.13806472,18.4037575,RidgeCV
3,2018,9,3.700958981,4.31736986,RidgeCV
3,2019,1,6.806638277,11.9053663,RidgeCV
9,2016,1,8.649094367,7.76989408,RidgeCV
1,2017,4,23.01616592,21.3750216,RidgeCV
0,2017,1,27.05581825,23.8497333,RidgeCV
0,2019,5,3.815908361,20.4053937,RidgeCV
4,2019,9,2.396050783,4.06688084,RidgeCV
4,2017,4,14.06096151,16.6534264,RidgeCV
5,2017,7,5.73535214,5.53382207,RidgeCV
6,2019,4,13.45922564,15.1162154,RidgeCV
7,2017,1,15.41037358,17.9808913,RidgeCV
5,2017,12,12.04178737,9.93114629,RidgeCV
1,2019,5,49.05105595,26.6090348,RidgeCV
7,2019,2,27.73311196,21.6575068,RidgeCV
7,2019,4,13.98024882,18.1300743,RidgeCV
1,2019,2,38.42358928,27.89588,RidgeCV
7,2018,11,7.6025644,10.4033056,RidgeCV
3,2018,3,16.21403981,22.5359661,RidgeCV
5,2019,11,26.89724951,8.35183821,RidgeCV
9,2015,9,6.61753809,8.14563742,RidgeCV
7,2017,4,31.61098847,27.3435083,RidgeCV
4,2015,5,4.285434513,-0.350804854,RidgeCV
0,2017,12,0.546181582,-1.78928244,RidgeCV
4,2020,3,6.507192328,12.3676427,RidgeCV
7,2019,1,28.00418053,16.3122706,RidgeCV
3,2019,2,17.75361921,20.8476692,RidgeCV
8,2018,1,3.036029783,-0.016781224,RidgeCV
4,2017,12,1.265862588,4.26287041,RidgeCV
4,2019,3,8.911605507,9.02600964,RidgeCV
9,2011,6,8.601766894,11.9586308,RidgeCV
5,2019,5,33.54498705,31.4063235,RidgeCV
9,2014,1,3.826331704,7.07498375,RidgeCV
0,2017,2,17.70296987,19.4389332,RidgeCV
4,2017,11,2.240949109,8.47532174,RidgeCV
1,2019,4,21.69245449,12.6492502,RidgeCV
9,2009,4,8.29068947,9.96589011,RidgeCV
6,2019,9,1.828964745,8.38961043,RidgeCV
4,2018,1,3.815883693,6.04606196,RidgeCV
4,2019,5,10.49457265,15.874065,RidgeCV
3,2017,5,4.409070621,9.01711289,RidgeCV
4,2016,1,12.80936478,0.560000087,RidgeCV
9,2013,12,7.64620794,3.43612659,RidgeCV
9,2017,1,7.227270556,4.53439322,RidgeCV
7,2016,12,5.848278069,15.2760838,RidgeCV
3,2017,10,0.981763519,2.73616525,RidgeCV
9,2016,10,11.44761013,20.0004664,RidgeCV
8,2018,3,32.58603513,24.7798927,RidgeCV
3,2020,10,2.822406604,0.300932261,RidgeCV
9,2015,2,27.83080087,16.6499272,RidgeCV
3,2020,9,3.920682208,2.86571896,RidgeCV
0,2018,12,9.64312643,6.88722375,RidgeCV
9,2012,10,13.61446888,9.7144889,RidgeCV
9,2013,9,10.13412501,7.4529288,RidgeCV
1,2017,10,2.74337293,3.1344025,RidgeCV
4,2018,10,1.50759297,0.098178811,RidgeCV
3,2020,1,3.218538485,8.14745486,RidgeCV
5,2016,12,5.484272443,13.4857537,RidgeCV
9,2013,1,7.309064098,10.0083922,RidgeCV
4,2019,1,4.525495613,8.91976689,RidgeCV
8,2017,10,2.93672387,5.45674412,RidgeCV
0,2018,2,2.498632739,5.75075216,RidgeCV
3,2018,1,5.656245483,6.01861627,RidgeCV
9,2015,11,16.64762587,11.8964834,RidgeCV
5,2019,2,24.92049038,25.1947723,RidgeCV
5,2018,12,13.86023451,12.1017933,RidgeCV
6,2019,3,23.64348657,24.2606129,RidgeCV
1,2018,1,5.653355531,5.90322107,RidgeCV
2,2018,4,9.618171061,9.67033165,RidgeCV
4,2016,5,2.869377965,4.46093265,RidgeCV
2,2017,5,16.61527819,10.2064683,RidgeCV
7,2019,9,10.38984487,9.5018677,RidgeCV
0,2018,10,4.346560852,10.1302943,RidgeCV
1,2018,12,6.878712176,8.62934571,RidgeCV
9,2009,11,14.38211176,12.421274,RidgeCV
3,2017,9,8.65570481,5.34616873,RidgeCV
0,2017,9,3.331262836,2.72718764,RidgeCV
7,2017,5,6.615374114,6.53573745,RidgeCV
5,2016,10,19.45612758,22.3951322,RidgeCV
4,2016,10,5.859264947,13.2340631,RidgeCV
9,2016,9,6.126430906,4.87105786,RidgeCV
0,2018,4,8.692970257,11.4942363,RidgeCV
4,2017,1,12.50871221,22.6056381,RidgeCV
9,2010,12,14.14622876,12.9962122,RidgeCV
4,2015,4,7.150572033,7.5324855,XGBoost
8,2018,2,5.450234295,7.3202443,XGBoost
7,2018,12,19.96671802,16.371746,XGBoost
3,2019,4,5.828626136,7.446656,XGBoost
3,2017,12,0.567424986,0.74441737,XGBoost
9,2014,3,11.35296671,13.620188,XGBoost
6,2018,4,11.11017613,12.853767,XGBoost
4,2014,2,6.7912084,7.6148453,XGBoost
5,2019,4,14.78028042,15.794164,XGBoost
4,2016,4,11.08191898,8.413184,XGBoost
2,2018,2,2.398463588,4.2229905,XGBoost
