point,Year,Month,observed,simulated,model
3,2019,3,24.17831357,23.66487079,HGB
9,2015,5,3.158080504,3.74902507,HGB
1,2019,9,4.392512268,5.02147336,HGB
9,2010,2,25.35982305,24.96154849,HGB
8,2017,12,0.573315257,2.20259951,HGB
9,2012,2,19.93780669,19.89921711,HGB
9,2014,11,21.7346092,18.17671532,HGB
7,2017,3,23.12237426,22.71011708,HGB
0,2016,12,7.952245853,6.98487313,HGB
4,2018,3,8.222585618,9.75303101,HGB
5,2019,10,3.009202133,2.97721754,HGB
9,2013,3,8.295660054,8.57946979,HGB
4,2015,11,2.349283581,1.83924448,HGB
4,2016,3,14.14796359,13.16951758,HGB
9,2014,9,7.560305695,8.40721123,HGB
5,2018,4,25.78419954,23.51773126,HGB
9,2013,5,8.231487228,6.00932384,HGB
1,2017,11,6.565297143,6.0632607,HGB
9,2011,2,21.85212517,19.65146192,HGB
0,2017,5,16.74672866,16.99485392,HGB
0,2017,10,3.92764713,3.17672004,HGB
4,2014,1,1.350812486,1.41475297,HGB
3,2020,4,11.46218612,11.97911388,HGB
1,2018,11,8.418840492,8.38161115,HGB
1,2017,3,17.00566978,17.88142134,HGB
9,2013,6,11.37042125,8.15031737,HGB
9,2012,1,11.21531196,10.15139581,HGB
6,2018,12,6.730787384,7.38703442,HGB
5,2018,1,13.12864585,13.37583656,HGB
9,2015,1,11.79381079,9.46214071,HGB
7,2019,3,32.40258604,29.12542818,HGB
9,2016,11,16.71486408,17.72070081,HGB
7,2017,12,16.55112317,13.64043295,HGB
4,2015,2,3.489009626,5.90015349,HGB
9,2013,4,13.75221182,13.13258735,HGB
3,2017,8,5.373447316,5.37798548,HGB
4,2018,2,1.994999386,3.67555656,HGB
9,2011,12,11.59651672,9.48353053,HGB
7,2018,2,9.218989577,9.13183233,HGB
6,2018,10,1.414425093,5.61562471,HGB
9,2010,11,15.01841214,14.78321871,HGB
9,2009,10,9.522431076,9.61151019,HGB
9,2016,4,10.01170127,11.34064288,HGB
5,2018,3,55.95462359,47.19580212,HGB
6,2020,5,8.113904755,7.2314399,HGB
5,2017,3,33.21987992,32.79215861,HGB
4,2020,1,2.518471169,2.70336804,HGB
9,2011,1,10.53014893,11.98320548,HGB
9,2009,6,5.417222821,6.28163871,HGB
4,2015,10,1.592861098,1.35699155,HGB
4,2015,12,6.679375435,4.5437979,HGB
2,2016,11,5.966413644,5.96212005,HGB
4,2014,10,0.768043714,1.46811032,HGB
9,2014,2,16.08534286,14.48571846,HGB
9,2010,10,7.246847269,8.08838033,HGB
8,2017,11,4.235207746,3.39448215,HGB
4,2020,12,1.062534016,1.60141554,HGB
4,2013,6,2.859771397,2.93064091,HGB
3,2020,11,2.697623188,3.81770364,HGB
6,2018,1,7.078320287,8.47337357,HGB
2,2019,2,29.52620352,29.94002703,HGB
2,2019,1,11.06682136,11.11262332,HGB
3,2020,12,5.125539483,3.81575754,HGB
0,2019,4,20.95981566,18.40340687,HGB
5,2017,10,5.991059778,6.18838911,HGB
4,2016,11,1.054710671,2.19109115,HGB
6,2018,3,28.92864225,34.09683711,HGB
9,2009,8,6.89515517,6.7746103,HGB
4,2013,11,0.643760028,1.4549643,HGB
5,2017,1,18.34944128,18.5163394,HGB
9,2009,5,6.472561342,8.63133865,HGB
4,2019,4,4.939601342,4.70215966,HGB
9,2012,9,9.829398956,7.08349772,HGB
6,2020,4,8.070299848,11.36083804,HGB
1,2017,9,10.11482402,9.12850037,HGB
0,2018,1,8.390190468,8.75457035,HGB
3,2020,3,19.15736299,18.84603113,HGB
1,2019,1,1.282058107,5.541567,HGB
6,2020,3,17.21032921,15.14801393,HGB
3,2018,5,2.690658272,2.88264985,HGB
5,2017,2,20.04127656,21.40188059,HGB
9,2015,12,12.23107378,10.80431585,HGB
5,2018,11,9.311518604,10.90085778,HGB
4,2015,3,3.183373017,2.64357056,HGB
4,2020,6,1.612809636,2.0738517,HGB
2,2017,4,13.72131194,11.84482601,HGB
5,2019,1,24.95420422,21.4522018,HGB
0,2018,11,5.923436408,6.09148185,HGB
9,2010,4,16.90699824,18.67594129,HGB
2,2017,2,2.58968786,8.24967327,HGB
0,2018,3,44.83177431,41.6166589,HGB
9,2017,3,14.13806472,18.05713013,HGB
3,2018,9,3.700958981,2.77830095,HGB
3,2019,1,6.806638277,7.50967563,HGB
9,2016,1,8.649094367,9.03202206,HGB
1,2017,4,23.01616592,21.48494012,HGB
0,2017,1,27.05581825,23.5710304,HGB
0,2019,5,3.815908361,7.07850913,HGB
4,2019,9,2.396050783,2.57690875,HGB
4,2017,4,14.06096151,12.76916996,HGB
5,2017,7,5.73535214,4.84365373,HGB
6,2019,4,13.45922564,11.60121349,HGB
7,2017,1,15.41037358,17.45184914,HGB
5,2017,12,12.04178737,12.11985571,HGB
1,2019,5,49.05105595,45.57555791,HGB
7,2019,2,27.73311196,27.19219231,HGB
7,2019,4,13.98024882,14.10089979,HGB
1,2019,2,38.42358928,35.24505432,HGB
7,2018,11,7.6025644,9.97443184,HGB
3,2018,3,16.21403981,16.47630408,HGB
5,2019,11,26.89724951,19.26195989,HGB
9,2015,9,6.61753809,4.69237956,HGB
7,2017,4,31.61098847,32.14175215,HGB
4,2015,5,4.285434513,2.47547818,HGB
0,2017,12,0.546181582,2.37449879,HGB
4,2020,3,6.507192328,8.32421103,HGB
7,2019,1,28.00418053,24.78584693,HGB
3,2019,2,17.75361921,19.69328233,HGB
8,2018,1,3.036029783,2.5100933,HGB
4,2017,12,1.265862588,1.80649436,HGB
4,2019,3,8.911605507,10.45012313,HGB
9,2011,6,8.601766894,9.82812746,HGB
5,2019,5,33.54498705,33.86403515,HGB
9,2014,1,3.826331704,5.14754881,HGB
0,2017,2,17.70296987,14.56123101,HGB
4,2017,11,2.240949109,2.70962169,HGB
1,2019,4,21.69245449,19.086879,HGB
9,2009,4,8.29068947,10.11282838,HGB
6,2019,9,1.828964745,3.40747115,HGB
4,2018,1,3.815883693,3.51669578,HGB
4,2019,5,10.49457265,11.26712485,HGB
3,2017,5,4.409070621,5.2535095,HGB
4,2016,1,12.80936478,7.36884084,HGB
9,2013,12,7.64620794,8.14582329,HGB
9,2017,1,7.227270556,11.41206733,HGB
7,2016,12,5.848278069,8.25385968,HGB
3,2017,10,0.981763519,2.60084893,HGB
9,2016,10,11.44761013,13.77268137,HGB
8,2018,3,32.58603513,31.99286794,HGB
3,2020,10,2.822406604,1.93885031,HGB
9,2015,2,27.83080087,27.63185554,HGB
3,2020,9,3.920682208,4.16056623,HGB
0,2018,12,9.64312643,7.4364945,HGB
9,2012,10,13.61446888,12.13969001,HGB
9,2013,9,10.13412501,10.01175014,HGB
1,2017,10,2.74337293,3.33374764,HGB
4,2018,10,1.50759297,1.54776946,HGB
3,2020,1,3.218538485,5.28407661,HGB
5,2016,12,5.484272443,7.93122032,HGB
9,2013,1,7.309064098,8.12515953,HGB
4,2019,1,4.525495613,6.03633331,HGB
8,2017,10,2.93672387,2.30001913,HGB
0,2018,2,2.498632739,3.40220846,HGB
3,2018,1,5.656245483,6.28672702,HGB
9,2015,11,16.64762587,14.4829991,HGB
5,2019,2,24.92049038,28.58913958,HGB
5,2018,12,13.86023451,12.70442167,HGB
6,2019,3,23.64348657,24.73943933,HGB
1,2018,1,5.653355531,7.97480499,HGB
2,2018,4,9.618171061,8.67719804,HGB
4,2016,5,2.869377965,3.26040226,HGB
2,2017,5,16.61527819,15.56933524,HGB
7,2019,9,10.38984487,9.054969,HGB
0,2018,10,4.346560852,5.82618262,HGB
1,2018,12,6.878712176,7.34989888,HGB
9,2009,11,14.38211176,14.38734935,HGB
3,2017,9,8.65570481,7.85247028,HGB
0,2017,9,3.331262836,4.13239782,HGB
7,2017,5,6.615374114,7.57786173,HGB
5,2016,10,19.45612758,19.90701492,HGB
4,2016,10,5.859264947,5.8188997,HGB
9,2016,9,6.126430906,5.90548759,HGB
0,2018,4,8.692970257,9.30838705,HGB
4,2017,1,12.50871221,9.2394508,HGB
9,2010,12,14.14622876,13.56763299,HGB
4,2015,4,7.150572033,21.7154563,KNN
8,2018,2,5.450234295,4.4076238,KNN
7,2018,12,19.96671802,11.50271561,KNN
3,2019,4,5.828626136,7.57454955,KNN
3,2017,12,0.567424986,4.81266729,KNN
9,2014,3,11.35296671,10.83640887,KNN
6,2018,4,11.11017613,16.98100152,KNN
4,2014,2,6.7912084,20.50778834,KNN
5,2019,4,14.78028042,12.29441473,KNN
4,2016,4,11.08191898,12.29177409,KNN
2,2018,2,2.398463588,6.43344165,KNN
9,2012,5,5.654710074,4.66934824,KNN
2,2019,4,21.81838127,13.32318111,KNN
0,2019,3,13.16736556,11.41921431,KNN
7,2019,10,3.099965587,5.90186328,KNN
4,2014,4,4.297692827,12.74674358,KNN
3,2018,2,2.291174492,5.03011084,KNN
6,2019,2,27.07093515,20.24974493,KNN
4,2013,4,4.280438492,10.73733977,KNN
2,2016,12,6.939217466,14.14376669,KNN
9,2015,10,3.580061972,6.60948434,KNN
7,2018,10,8.359141989,6.40532279,KNN
2,2017,12,0.399636535,5.17361734,KNN
5,2018,10,16.42467201,5.7448111,KNN
3,2017,11,1.898530626,3.20329255,KNN
9,2011,5,22.76611819,12.06494984,KNN
9,2016,2,14.13958863,6.21734858,KNN
4,2018,4,4.312692098,12.38213499,KNN
0,2019,2,33.38872766,26.13879879,KNN
1,2018,10,5.483880108,5.03206683,KNN
9,2014,12,5.660187314,11.0443564,KNN
9,2012,6,3.003905531,4.31218843,KNN
7,2018,4,11.33125405,18.64674268,KNN
6,2019,5,31.80515037,18.36287151,KNN
7,2019,12,19.90500868,19.16816964,KNN
2,2019,3,9.796348087,11.41921431,KNN
4,2018,5,4.234862606,11.85003776,KNN
0,2016,10,8.936654568,10.08631525,KNN
2,2017,1,22.52026988,28.81617812,KNN
5,2017,11,20.11259489,15.11345389,KNN
4,2019,12,4.210894541,7.92406955,KNN
9,2011,10,2.815849998,2.28268533,KNN
2,2017,9,3.163764948,5.56459977,KNN
5,2018,5,5.997186408,5.56755544,KNN
3,2018,10,1.654591795,5.31349184,KNN
6,2019,1,10.72167751,15.58316263,KNN
6,2019,11,1.73158028,7.5393098,KNN
2,2018,10,4.785497627,6.26180481,KNN
4,2017,5,3.646871045,5.01682955,KNN
9,2012,3,20.49871571,26.13879879,KNN
9,2012,12,6.189997767,16.0443817,KNN
9,2016,3,30.29992254,25.23345058,KNN
9,2015,6,2.993042835,4.68029945,KNN
3,2019,3,24.17831357,14.62664611,KNN
9,2015,5,3.158080504,4.82332662,KNN
1,2019,9,4.392512268,4.68476562,KNN
9,2010,2,25.35982305,19.46055695,KNN
8,2017,12,0.573315257,6.16317309,KNN
9,2012,2,19.93780669,12.76215061,KNN
9,2014,11,21.7346092,12.16146664,KNN
7,2017,3,23.12237426,17.38298964,KNN
0,2016,12,7.952245853,14.14376669,KNN
4,2018,3,8.222585618,18.09455127,KNN
5,2019,10,3.009202133,5.90186328,KNN
9,2013,3,8.295660054,10.86564778,KNN
4,2015,11,2.349283581,10.76008395,KNN
4,2016,3,14.14796359,14.27346019,KNN
9,2014,9,7.560305695,6.40532279,KNN
5,2018,4,25.78419954,16.98100152,KNN
9,2013,5,8.231487228,4.76276584,KNN
1,2017,11,6.565297143,8.47427503,KNN
9,2011,2,21.85212517,9.47814221,KNN
0,2017,5,16.74672866,14.32761693,KNN
0,2017,10,3.92764713,4.48617934,KNN
4,2014,1,1.350812486,6.73194956,KNN
3,2020,4,11.46218612,13.8773702,KNN
1,2018,11,8.418840492,18.37078429,KNN
1,2017,3,17.00566978,12.41290536,KNN
9,2013,6,11.37042125,4.68029945,KNN
9,2012,1,11.21531196,16.22975445,KNN
6,2018,12,6.730787384,12.71176496,KNN
5,2018,1,13.12864585,24.33923412,KNN
9,2015,1,11.79381079,4.76831648,KNN
7,2019,3,32.40258604,14.25229421,KNN
9,2016,11,16.71486408,11.26164553,KNN
7,2017,12,16.55112317,6.14223809,KNN
4,2015,2,3.489009626,15.99239188,KNN
9,2013,4,13.75221182,11.27121296,KNN
3,2017,8,5.373447316,4.68476562,KNN
4,2018,2,1.994999386,8.15976995,KNN
9,2011,12,11.59651672,8.41562137,KNN
7,2018,2,9.218989577,4.47401457,KNN
6,2018,10,1.414425093,5.7448111,KNN
9,2010,11,15.01841214,14.82258451,KNN
9,2009,10,9.522431076,6.5660731,KNN
9,2016,4,10.01170127,10.62056466,KNN
5,2018,3,55.95462359,21.88724376,KNN
6,2020,5,8.113904755,5.56755544,KNN
5,2017,3,33.21987992,22.11642925,KNN
4,2020,1,2.518471169,12.25466043,KNN
9,2011,1,10.53014893,16.95186239,KNN
9,2009,6,5.417222821,8.42948153,KNN
4,2015,10,1.592861098,4.56646679,KNN
4,2015,12,6.679375435,9.28098402,KNN
2,2016,11,5.966413644,10.55557271,KNN
4,2014,10,0.768043714,4.56582739,KNN
9,2014,2,16.08534286,18.30891999,KNN
9,2010,10,7.246847269,12.07067817,KNN
8,2017,11,4.235207746,3.58203125,KNN
4,2020,12,1.062534016,14.1011665,KNN
4,2013,6,2.859771397,4.13423993,KNN
3,2020,11,2.697623188,3.63293935,KNN
6,2018,1,7.078320287,26.13879879,KNN
2,2019,2,29.52620352,26.13879879,KNN
2,2019,1,11.06682136,13.06154797,KNN
3,2020,12,5.125539483,3.59080997,KNN
0,2019,4,20.95981566,12.86824625,KNN
5,2017,10,5.991059778,5.79072135,KNN
4,2016,11,1.054710671,3.49396375,KNN
6,2018,3,28.92864225,17.14658108,KNN
9,2009,8,6.89515517,5.72029173,KNN
4,2013,11,0.643760028,11.10842721,KNN
5,2017,1,18.34944128,20.24974493,KNN
9,2009,5,6.472561342,10.39113389,KNN
4,2019,4,4.939601342,11.65933007,KNN
9,2012,9,9.829398956,5.90186328,KNN
6,2020,4,8.070299848,13.04966452,KNN
1,2017,9,10.11482402,4.79774336,KNN
0,2018,1,8.390190468,12.82607691,KNN
3,2020,3,19.15736299,22.29786541,KNN
1,2019,1,1.282058107,9.30205804,KNN
6,2020,3,17.21032921,17.77292776,KNN
3,2018,5,2.690658272,4.13423993,KNN
5,2017,2,20.04127656,17.79216113,KNN
9,2015,12,12.23107378,9.20868159,KNN
5,2018,11,9.311518604,10.64673462,KNN
4,2015,3,3.183373017,4.80202293,KNN
4,2020,6,1.612809636,4.32370872,KNN
2,2017,4,13.72131194,9.87024357,KNN
5,2019,1,24.95420422,14.27346019,KNN
0,2018,11,5.923436408,11.00267256,KNN
9,2010,4,16.90699824,16.13750071,KNN
2,2017,2,2.58968786,10.64661109,KNN
0,2018,3,44.83177431,24.86321493,KNN
9,2017,3,14.13806472,18.79759116,KNN
3,2018,9,3.700958981,3.58848829,KNN
3,2019,1,6.806638277,16.22975445,KNN
9,2016,1,8.649094367,15.45687007,KNN
1,2017,4,23.01616592,9.7050796,KNN
0,2017,1,27.05581825,28.81617812,KNN
0,2019,5,3.815908361,6.50230996,KNN
4,2019,9,2.396050783,6.19914952,KNN
4,2017,4,14.06096151,17.44145174,KNN
5,2017,7,5.73535214,5.17317921,KNN
6,2019,4,13.45922564,11.72081165,KNN
7,2017,1,15.41037358,20.24974493,KNN
5,2017,12,12.04178737,6.14223809,KNN
1,2019,5,49.05105595,26.13879879,KNN
7,2019,2,27.73311196,18.69476237,KNN
7,2019,4,13.98024882,11.34656177,KNN
1,2019,2,38.42358928,22.75404481,KNN
7,2018,11,7.6025644,11.44541608,KNN
3,2018,3,16.21403981,20.92533873,KNN
5,2019,11,26.89724951,8.98970186,KNN
9,2015,9,6.61753809,6.39818547,KNN
7,2017,4,31.61098847,21.7154563,KNN
4,2015,5,4.285434513,5.36476179,KNN
0,2017,12,0.546181582,5.17361734,KNN
4,2020,3,6.507192328,13.19443697,KNN
7,2019,1,28.00418053,14.59713345,KNN
3,2019,2,17.75361921,16.78197391,KNN
8,2018,1,3.036029783,9.30205804,KNN
4,2017,12,1.265862588,6.70367163,KNN
4,2019,3,8.911605507,14.27346019,KNN
9,2011,6,8.601766894,13.6356278,KNN
5,2019,5,33.54498705,19.19465851,KNN
9,2014,1,3.826331704,5.30210377,KNN
0,2017,2,17.70296987,13.32805693,KNN
4,2017,11,2.240949109,8.24815265,KNN
1,2019,4,21.69245449,11.34656177,KNN
9,2009,4,8.29068947,12.54524956,KNN
6,2019,9,1.828964745,6.34724367,KNN
4,2018,1,3.815883693,18.70540415,KNN
4,2019,5,10.49457265,19.44881333,KNN
3,2017,5,4.409070621,4.42404967,KNN
4,2016,1,12.80936478,8.31287065,KNN
9,2013,12,7.64620794,9.52887829,KNN
9,2017,1,7.227270556,11.57859074,KNN
7,2016,12,5.848278069,8.40057132,KNN
3,2017,10,0.981763519,4.18736256,KNN
9,2016,10,11.44761013,10.00625269,KNN
8,2018,3,32.58603513,17.14658108,KNN
3,2020,10,2.822406604,3.21276338,KNN
9,2015,2,27.83080087,18.79759116,KNN
3,2020,9,3.920682208,4.68476562,KNN
0,2018,12,9.64312643,10.26709505,KNN
9,2012,10,13.61446888,8.32950464,KNN
9,2013,9,10.13412501,7.13810597,KNN
1,2017,10,2.74337293,4.47852923,KNN
4,2018,10,1.50759297,6.12143695,KNN
3,2020,1,3.218538485,5.38657711,KNN
5,2016,12,5.484272443,8.40057132,KNN
9,2013,1,7.309064098,9.28425282,KNN
4,2019,1,4.525495613,16.64273529,KNN
8,2017,10,2.93672387,6.47480326,KNN
0,2018,2,2.498632739,6.06561005,KNN
3,2018,1,5.656245483,10.00491705,KNN
9,2015,11,16.64762587,14.91711895,KNN
5,2019,2,24.92049038,20.24974493,KNN
5,2018,12,13.86023451,13.39544269,KNN
6,2019,3,23.64348657,13.19443697,KNN
1,2018,1,5.653355531,13.75758547,KNN
2,2018,4,9.618171061,11.27864654,KNN
4,2016,5,2.869377965,5.33668213,KNN
2,2017,5,16.61527819,13.28842356,KNN
7,2019,9,10.38984487,4.65936603,KNN
0,2018,10,4.346560852,8.6946144,KNN
1,2018,12,6.878712176,8.64186728,KNN
9,2009,11,14.38211176,9.25216932,KNN
3,2017,9,8.65570481,4.70162504,KNN
0,2017,9,3.331262836,5.56459977,KNN
7,2017,5,6.615374114,4.95992845,KNN
5,2016,10,19.45612758,10.00625269,KNN
4,2016,10,5.859264947,20.1071818,KNN
9,2016,9,6.126430906,5.90186328,KNN
0,2018,4,8.692970257,12.35768417,KNN
4,2017,1,12.50871221,19.17366431,KNN
9,2010,12,14.14622876,24.73597273,KNN
4,2015,4,7.150572033,9.83493719,Lars
8,2018,2,5.450234295,12.05127873,Lars
7,2018,12,19.96671802,12.38613475,Lars
3,2019,4,5.828626136,11.09283013,Lars
3,2017,12,0.567424986,-1.22831144,Lars
9,2014,3,11.35296671,9.82004689,Lars
6,2018,4,11.11017613,18.31950161,Lars
4,2014,2,6.7912084,15.03456172,Lars
5,2019,4,14.78028042,14.75797303,Lars
4,2016,4,11.08191898,4.88852917,Lars
2,2018,2,2.398463588,4.270164,Lars
9,2012,5,5.654710074,7.93688277,Lars
2,2019,4,21.81838127,14.72132289,Lars
0,2019,3,13.16736556,17.21644364,Lars
7,2019,10,3.099965587,-0.33632094,Lars
4,2014,4,4.297692827,7.93698847,Lars
3,2018,2,2.291174492,6.41071496,Lars
6,2019,2,27.07093515,25.22974051,Lars
4,2013,4,4.280438492,5.29680587,Lars
2,2016,12,6.939217466,9.42578082,Lars
9,2015,10,3.580061972,-0.58745608,Lars
7,2018,10,8.359141989,6.6934526,Lars
2,2017,12,0.399636535,-8.76184915,Lars
5,2018,10,16.42467201,10.93696976,Lars
3,2017,11,1.898530626,8.93216339,Lars
9,2011,5,22.76611819,15.21389532,Lars
9,2016,2,14.13958863,2.81251441,Lars
4,2018,4,4.312692098,17.84651653,Lars
0,2019,2,33.38872766,27.84164084,Lars
1,2018,10,5.483880108,4.30485381,Lars
9,2014,12,5.660187314,4.33165601,Lars
9,2012,6,3.003905531,8.02441138,Lars
7,2018,4,11.33125405,18.03767865,Lars
6,2019,5,31.80515037,29.44901842,Lars
7,2019,12,19.90500868,11.55628869,Lars
2,2019,3,9.796348087,17.79026416,Lars
4,2018,5,4.234862606,5.67265231,Lars
0,2016,10,8.936654568,7.41135554,Lars
2,2017,1,22.52026988,28.79886014,Lars
5,2017,11,20.11259489,20.09594038,Lars
4,2019,12,4.210894541,-2.53289833,Lars
9,2011,10,2.815849998,10.66455354,Lars
2,2017,9,3.163764948,3.26465328,Lars
5,2018,5,5.997186408,4.83112389,Lars
3,2018,10,1.654591795,3.89911592,Lars
6,2019,1,10.72167751,11.90833763,Lars
6,2019,11,1.73158028,7.20573511,Lars
2,2018,10,4.785497627,8.88177565,Lars
4,2017,5,3.646871045,1.39219294,Lars
9,2012,3,20.49871571,28.15072439,Lars
9,2012,12,6.189997767,8.19957606,Lars
9,2016,3,30.29992254,26.57746912,Lars
9,2015,6,2.993042835,1.47303423,Lars
3,2019,3,24.17831357,18.67234709,Lars
9,2015,5,3.158080504,5.73970251,Lars
1,2019,9,4.392512268,1.16644889,Lars
9,2010,2,25.35982305,14.56754588,Lars
8,2017,12,0.573315257,9.33343797,Lars
9,2012,2,19.93780669,17.39979936,Lars
9,2014,11,21.7346092,10.21080943,Lars
7,2017,3,23.12237426,20.62573958,Lars
0,2016,12,7.952245853,9.12928345,Lars
4,2018,3,8.222585618,25.06664937,Lars
5,2019,10,3.009202133,3.56846856,Lars
9,2013,3,8.295660054,20.60616768,Lars
4,2015,11,2.349283581,3.40703421,Lars
4,2016,3,14.14796359,11.79395213,Lars
9,2014,9,7.560305695,5.00286097,Lars
5,2018,4,25.78419954,18.72967032,Lars
9,2013,5,8.231487228,7.03427776,Lars
1,2017,11,6.565297143,9.41382902,Lars
9,2011,2,21.85212517,10.0678149,Lars
0,2017,5,16.74672866,13.96564972,Lars
0,2017,10,3.92764713,-7.62426251,Lars
4,2014,1,1.350812486,-0.50083628,Lars
3,2020,4,11.46218612,14.06769442,Lars
1,2018,11,8.418840492,16.9613346,Lars
1,2017,3,17.00566978,19.12342501,Lars
9,2013,6,11.37042125,6.78529205,Lars
9,2012,1,11.21531196,14.42694835,Lars
6,2018,12,6.730787384,17.56894752,Lars
5,2018,1,13.12864585,16.16741789,Lars
9,2015,1,11.79381079,4.51455031,Lars
7,2019,3,32.40258604,17.58798329,Lars
9,2016,11,16.71486408,12.96371984,Lars
7,2017,12,16.55112317,7.87276044,Lars
4,2015,2,3.489009626,12.04093226,Lars
9,2013,4,13.75221182,13.54547714,Lars
3,2017,8,5.373447316,6.1029609,Lars
4,2018,2,1.994999386,7.28047793,Lars
9,2011,12,11.59651672,10.76687556,Lars
7,2018,2,9.218989577,10.94258176,Lars
6,2018,10,1.414425093,11.0191196,Lars
9,2010,11,15.01841214,14.31811542,Lars
9,2009,10,9.522431076,3.8947442,Lars
9,2016,4,10.01170127,14.06523844,Lars
5,2018,3,55.95462359,19.47831237,Lars
6,2020,5,8.113904755,8.49550431,Lars
5,2017,3,33.21987992,22.10475575,Lars
4,2020,1,2.518471169,4.96333701,Lars
9,2011,1,10.53014893,17.2817465,Lars
9,2009,6,5.417222821,4.15033634,Lars
4,2015,10,1.592861098,-9.36752235,Lars
4,2015,12,6.679375435,4.87427678,Lars
2,2016,11,5.966413644,11.63806243,Lars
4,2014,10,0.768043714,-2.21423907,Lars
9,2014,2,16.08534286,13.43674477,Lars
9,2010,10,7.246847269,10.48862928,Lars
8,2017,11,4.235207746,8.62679902,Lars
4,2020,12,1.062534016,1.66269563,Lars
4,2013,6,2.859771397,0.75934227,Lars
3,2020,11,2.697623188,0.75484912,Lars
6,2018,1,7.078320287,16.4336762,Lars
2,2019,2,29.52620352,28.65711266,Lars
2,2019,1,11.06682136,9.84752789,Lars
3,2020,12,5.125539483,0.29215605,Lars
0,2019,4,20.95981566,14.24806407,Lars
5,2017,10,5.991059778,11.63100155,Lars
4,2016,11,1.054710671,4.91366247,Lars
6,2018,3,28.92864225,26.16778379,Lars
9,2009,8,6.89515517,7.46987413,Lars
4,2013,11,0.643760028,3.40171184,Lars
5,2017,1,18.34944128,23.46141858,Lars
9,2009,5,6.472561342,9.63221219,Lars
4,2019,4,4.939601342,6.8118245,Lars
9,2012,9,9.829398956,4.05319693,Lars
6,2020,4,8.070299848,12.38006516,Lars
1,2017,9,10.11482402,7.87672564,Lars
0,2018,1,8.390190468,6.8583736,Lars
3,2020,3,19.15736299,19.08071947,Lars
1,2019,1,1.282058107,5.04149033,Lars
6,2020,3,17.21032921,19.02678885,Lars
3,2018,5,2.690658272,6.61420074,Lars
5,2017,2,20.04127656,24.66610311,Lars
9,2015,12,12.23107378,12.28029598,Lars
5,2018,11,9.311518604,11.09568287,Lars
4,2015,3,3.183373017,4.89306271,Lars
4,2020,6,1.612809636,-1.7601573,Lars
2,2017,4,13.72131194,20.6070775,Lars
5,2019,1,24.95420422,17.71124565,Lars
0,2018,11,5.923436408,2.63653719,Lars
9,2010,4,16.90699824,21.46880861,Lars
2,2017,2,2.58968786,6.98009486,Lars
0,2018,3,44.83177431,38.12610748,Lars
9,2017,3,14.13806472,19.15505502,Lars
3,2018,9,3.700958981,2.3484964,Lars
3,2019,1,6.806638277,12.12187855,Lars
9,2016,1,8.649094367,4.43018705,Lars
1,2017,4,23.01616592,17.90757515,Lars
0,2017,1,27.05581825,26.91591535,Lars
0,2019,5,3.815908361,23.02964364,Lars
4,2019,9,2.396050783,3.51316097,Lars
4,2017,4,14.06096151,13.483943,Lars
5,2017,7,5.73535214,4.09254025,Lars
6,2019,4,13.45922564,14.89707032,Lars
7,2017,1,15.41037358,21.23163729,Lars
5,2017,12,12.04178737,10.76149913,Lars
1,2019,5,49.05105595,32.45376808,Lars
7,2019,2,27.73311196,19.1499644,Lars
7,2019,4,13.98024882,14.51553956,Lars
1,2019,2,38.42358928,33.46629472,Lars
7,2018,11,7.6025644,6.92867882,Lars
3,2018,3,16.21403981,21.87777692,Lars
5,2019,11,26.89724951,10.60347383,Lars
9,2015,9,6.61753809,7.78363037,Lars
7,2017,4,31.61098847,22.3211277,Lars
4,2015,5,4.285434513,2.36117566,Lars
0,2017,12,0.546181582,-8.77448106,Lars
4,2020,3,6.507192328,18.65184865,Lars
7,2019,1,28.00418053,11.71911782,Lars
3,2019,2,17.75361921,18.32355551,Lars
8,2018,1,3.036029783,-2.90055941,Lars
4,2017,12,1.265862588,7.10123679,Lars
4,2019,3,8.911605507,7.41103772,Lars
9,2011,6,8.601766894,12.52051585,Lars
5,2019,5,33.54498705,29.67055833,Lars
9,2014,1,3.826331704,3.06109616,Lars
0,2017,2,17.70296987,15.76246255,Lars
4,2017,11,2.240949109,13.36582455,Lars
1,2019,4,21.69245449,12.9233227,Lars
9,2009,4,8.29068947,12.4427543,Lars
6,2019,9,1.828964745,9.96035425,Lars
4,2018,1,3.815883693,9.28051118,Lars
4,2019,5,10.49457265,17.52506218,Lars
3,2017,5,4.409070621,10.75612255,Lars
4,2016,1,12.80936478,-4.57869199,Lars
9,2013,12,7.64620794,1.7435733,Lars
9,2017,1,7.227270556,2.45759233,Lars
7,2016,12,5.848278069,12.15098666,Lars
3,2017,10,0.981763519,-1.08450796,Lars
9,2016,10,11.44761013,23.35372277,Lars
8,2018,3,32.58603513,26.5200827,Lars
3,2020,10,2.822406604,2.48566745,Lars
9,2015,2,27.83080087,15.91518079,Lars
3,2020,9,3.920682208,-1.35045063,Lars
0,2018,12,9.64312643,6.94288147,Lars
9,2012,10,13.61446888,11.68636594,Lars
9,2013,9,10.13412501,10.34814055,Lars
1,2017,10,2.74337293,-1.30739718,Lars
4,2018,10,1.50759297,4.38449849,Lars
3,2020,1,3.218538485,9.41086014,Lars
5,2016,12,5.484272443,14.60944457,Lars
9,2013,1,7.309064098,9.47960057,Lars
4,2019,1,4.525495613,11.28700473,Lars
