date,lw_out,es,theta_2,rh,H,LE,theta_mean,Rn,t_avg,sw_out,G,ws,vpd,sw_in,t_dew,vp,wd,theta_1,lw_in,t_min,t_max,G_subday_gaps,LE_subday_gaps,H_subday_gaps,ppt,Rn_subday_gaps,ASCE_ETo,rso,flux,energy,H_corr,ebr,flux_corr,ebr_5day_clim,ebc_cf,LE_corr,ebr_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val
2009-09-16,430.4856458333333,2.313631071965101,22.99750000000001,83.88856249999995,19.747270833333328,27.517395833333325,21.425354166666672,32.6363125,19.65625,15.849479166666665,-10.123395833333333,3.0038333333333336,0.4155416666666667,91.39602083333335,16.356838830327348,1.8980894052984345,249.95999999999995,19.85320833333333,393.1113124999998,16.65,23.9,0.0,0.0,0.0,0.0,0.0,2.2978568983475904,273.6930427917215,47.26466666666666,42.759708333333336,17.307126208915232,1.1053552166028568,41.4242331573992,1.055888012362712,0.8764312980252876,24.11710694848397,1.1409907453706052,0.9685941262300876,0.8489062073115051,5.1,3.6000001000000004,0.0,0.2358072732585493,0.3892667929724314,1.4013604936274324,False,
2009-09-17,425.4090208333332,2.217065517770981,22.897520833333346,88.13333333333334,15.942041666666665,17.847854166666668,21.336583333333348,24.43310416666668,18.96145833333333,14.81597916666667,-7.085104166666665,2.108541666666666,0.29216666666666674,84.01197916666666,16.54501702458903,1.9248988511043141,230.81622916666663,19.77564583333333,383.572625,15.33,22.56,0.0,0.0,0.0,0.0,0.0,1.7045177916389151,271.71207354559147,33.78989583333333,31.51820833333334,14.090973264318686,1.0720754008595557,29.866470603145036,1.0547257961030938,0.8838876198512019,15.775497338826355,1.1313655464122747,0.627813090116046,0.5549162179341,5.7000003,4.1,0.0,0.13534541900831706,0.3056183142985381,1.2530350886240065,False,
2009-09-18,436.2782708333333,2.1813252947446498,22.84116666666667,75.5464583333333,74.25137499999998,33.76527083333333,21.322416666666665,100.21616666666668,18.6148125,42.48191666666668,0.4790208333333354,1.7899999999999994,0.61725,242.62733333333333,13.343323465688712,1.5640752947446506,151.06316666666666,19.803666666666672,353.93954166666674,14.27,23.44,0.0,0.0,0.0,0.0,0.0,3.570410951962068,269.7209998782177,108.01664583333331,99.73714583333332,65.07622897141238,1.083013203664716,94.66916911604609,1.054024097639015,0.8764312980252876,29.59294014463372,1.1409907453706052,1.1873258143690972,1.0406095046664396,5.0,3.8,0.0,0.2738446064911683,0.23906745478135866,0.9084563281691628,False,
2009-09-19,440.5887916666664,2.2415287280878013,22.85991666666667,79.72291666666669,60.42512500000001,23.140375,21.31210416666666,90.62108333333332,18.622291666666676,42.09970833333333,1.7567916666666663,1.7256666666666665,0.5899166666666668,242.20166666666665,14.159417361276539,1.6516120614211351,133.1417083333333,19.76429166666666,345.56504166666656,10.7,26.22,0.0,0.0,0.0,0.0,0.0,3.5705679196180697,267.72047129317986,83.56550000000001,88.86429166666666,53.08318759441379,0.9403720935902736,73.41189799642096,1.0549473726814844,0.8784952880844482,20.328710402007165,1.138310032579107,0.8137166198677004,0.7148462163897789,4.5,3.6000001000000004,0.0,0.19856838792581666,0.19926415021310948,0.7173509606936092,False,
2009-09-20,457.78831250000013,2.8793814780891283,22.903854166666665,,93.24652083333338,19.412750000000006,21.349479166666672,82.49683333333336,22.829375,43.7509375,5.385041666666669,5.399124999999999,,246.82364583333344,,,157.3493333333334,19.795104166666665,371.39252083333326,16.59,29.69,0.0,0.0,0.0,0.0,0.0,,265.71114981370744,112.65927083333338,77.11179166666669,82.92847237580126,1.4609862953298864,100.19313477527865,1.0559589164652707,0.8893465582917098,17.264662399477402,1.1244210602454427,0.6854079137795134,0.6095651691457112,7.2000003,5.0,0.0,0.12191303382914224,0.18686192782574731,0.9343096391287368,False,
2009-09-21,439.42931250000015,2.2746125369707806,22.948187500000003,75.74895833333333,90.77845833333332,24.39708333333333,21.365281250000006,87.00097916666664,19.365,37.59,-2.473520833333334,5.434770833333332,0.5698958333333332,215.52647916666663,14.465894729831396,1.7047167036374475,265.26085416666666,19.782375000000005,365.7200833333334,12.84,23.64,0.0,0.0,0.0,0.0,0.0,3.412823580846641,263.6937095743095,115.17554166666665,89.47449999999998,80.73350948577738,1.2872443172822052,102.43097158063341,1.0620410816714392,0.8893465582917098,21.697462094856032,1.1244210602454427,0.8585206806426641,0.7635224125518094,7.2000003,5.0,0.0,0.1527044825103619,0.18363819181936794,0.9181909590968396,False,
2009-09-22,411.0948333333335,1.6762156909297523,22.7991875,70.40687499999997,57.908625,37.30566666666667,21.219927083333328,69.96958333333332,14.4354375,37.870229166666654,-11.11025,3.742895833333332,0.5693541666666667,208.93233333333333,8.151773203584122,1.1068615242630866,299.51883333333336,19.640666666666654,331.58347916666673,9.3,19.85,0.0,0.0,0.0,0.8,0.0,3.4281913492501754,261.668836390079,95.21429166666668,81.07983333333331,51.500836339155256,1.174327668820237,84.67850259393302,1.0675162974765706,0.8893465582917098,33.17766625477776,1.1244210602454427,1.3065735013345954,1.161996646567071,6.2000003,4.2000003,0.6,0.2766658484684087,0.17291830632387914,0.7262569384357843,False,
2009-09-23,399.0513125,1.499329914982278,22.5614375,74.94645833333334,44.45072916666666,16.572125000000003,21.032635416666672,43.10427083333334,12.521208333333332,31.81139583333335,-10.252708333333336,3.4813958333333326,0.4463958333333334,174.36627083333335,7.52499417145158,1.0529340816489454,237.555625,19.50383333333333,310.4666458333333,6.497000000000001,19.5,0.0,0.0,0.0,0.0,0.0,2.9620831057065238,259.63722730443646,61.02285416666666,53.356979166666676,38.866694494675606,1.1436714581621037,53.356979166666676,1.0718349270390102,0.8743769837598415,14.49028467199107,1.1436714581621037,0.579351750639156,0.5065718362598491,4.6,3.4,0.0,0.14899171654701446,0.1795122033818939,0.6103414914984392,False,
2009-09-24,402.58977083333326,1.5695773881060702,22.403208333333346,77.93874999999998,38.67550000000001,12.494583333333335,20.918197916666667,40.38510416666666,13.115416666666668,29.18175,-5.122833333333333,2.56125,0.4372291666666666,161.92541666666662,8.559963015626264,1.1323482214394034,228.1585625000001,19.433187499999995,321.5127083333333,7.35,21.9,0.0,0.0,0.0,0.0,0.0,2.9700227395575713,257.5995901161363,51.17008333333335,45.50793749999999,32.93416397048237,1.1244210602454427,43.573939958972666,1.0781586073737404,0.8515510845491944,10.639775988490289,1.174327668820237,0.4370513850934819,0.3721715809800821,4.7000003,3.3,0.0,0.11277926696366125,0.17802562398924002,0.587484559164492,False,
2009-09-25,409.02916666666647,1.8619398745963844,22.33731249999999,81.36585416666667,37.39716666666667,22.898312500000007,20.864520833333327,39.78729166666667,15.96604166666666,30.92337499999999,-4.2268333333333326,3.2930208333333333,0.4044583333333333,165.33847916666673,12.1894297510565,1.457481541263051,204.44341666666665,19.39172916666666,336.50335416666667,10.59,22.59,0.0,0.0,0.0,2.1,0.0,2.8873314588935886,255.5566428864029,60.29547916666667,44.014125,30.547920833210263,1.3699120263476026,49.252435100265494,1.0871051230106692,0.8168512097585894,18.70451426705523,1.2242131590838166,0.8031546487749645,0.6560578464750646,4.6,3.3,3.7,0.19880540802274685,0.18010222123512173,0.5943373300759017,False,
2009-09-26,434.7537708333333,2.4391345751193683,22.30779166666667,66.83395833333334,40.04020833333335,38.30768749999999,20.857812500000005,80.62997916666667,19.485416666666673,43.33772916666664,4.139124999999997,2.8186666666666667,1.074270833333333,248.87860416666672,11.259624285893462,1.364863741786034,219.31616666666676,19.407833333333333,330.773,10.39,30.2,0.0,0.0,0.0,0.0,0.0,4.998445806069603,253.5091134271257,78.34789583333333,76.4908541666667,32.70689261606929,1.024277956977972,63.99857349349828,1.0984762609105352,0.8168512097585894,31.29168087742899,1.2242131590838166,1.3481837204098706,1.101265502993639,6.3,4.5,0.0,0.2447256673319197,0.15133881122184725,0.6810246504983126,False,
2009-09-27,471.01185416666664,3.4494941389921308,22.4688125,49.77041666666667,17.812166666666666,31.25158333333333,20.98046875,66.1543125,25.429583333333333,43.75968750000001,13.34920833333333,4.206208333333332,2.0269999999999997,244.70497916666667,11.656754617311297,1.4224941389921308,179.55991666666668,19.492125,349.4775,18.98,36.3,0.0,0.0,0.0,0.0,0.0,7.792053308789666,251.45773877107902,49.06375,52.80510416666667,14.18472487333543,0.9291478688337024,39.071933697235664,1.1083195952964526,0.7963503339478875,24.88720882390023,1.255728738183011,1.1061778833813007,0.8809051268364663,12.2,7.9,0.0,0.11150697808056534,0.13630307809521813,1.0767943169522234,False,
2009-09-28,417.2481458333332,1.8128867159728577,22.55487500000001,47.13958333333333,75.3161875,24.528208333333332,20.965812499999995,73.0503541666667,15.453541666666665,44.49527083333336,-1.6941666666666668,2.5845,1.0442499999999997,245.93433333333329,2.7639130336507685,0.7686367159728579,190.6120833333333,19.37675,303.982375,8.4,21.85,0.0,0.0,0.0,0.0,0.0,4.124781931299442,249.403264625184,99.84439583333332,74.74452083333334,61.52211887377975,1.335808895691072,81.5580155240738,1.120257173169478,0.8168512097585894,20.03589665029404,1.2242131590838166,0.8599005882016502,0.7024108357446405,6.1,4.2000003,0.0,0.1672406632315337,0.14374394398698329,0.6037246078685129,False,
2009-09-29,419.7538958333333,2.012775321264921,22.40858333333333,48.63020833333332,80.39218750000002,14.191770833333333,20.836416666666665,64.36043750000002,16.570395833333333,45.04741666666667,2.5734166666666645,3.1871041666666677,1.1794375,241.98568749999995,4.106706899796989,0.8333378212649201,136.13774999999998,19.26425,314.72379166666667,6.45,24.62,0.0,0.0,0.0,0.0,0.0,4.652029189680193,247.3464448078716,94.58395833333336,61.78702083333335,66.86738278865054,1.5308062608887991,78.67159663419748,1.133623026943803,0.8317646884363052,11.804213845546943,1.2022631086683573,0.4980625973002028,0.4142708810651801,8.3,5.5,0.0,0.07532197837548728,0.1315859140551162,0.723722527303139,False,
2009-09-30,454.59229166666665,2.9285836138687245,22.39858333333333,67.20166666666667,80.94558333333336,11.83125,20.863270833333345,69.18802083333334,22.71833333333333,41.72225,14.748229166666665,7.653979166666666,1.0645416666666667,227.72333333333336,15.63023928494492,1.8640419472020584,156.70247916666662,19.327958333333328,368.77981249999993,14.42,30.98,0.0,0.0,0.0,0.0,0.0,6.077558417878227,245.28804067164185,92.77683333333336,54.43979166666668,66.12049767044806,1.7042099261033787,75.78486854590437,1.148941029281025,0.8168512097585894,9.66437087545631,1.2242131590838166,0.41768238361744775,0.3411843603527634,12.2,7.8,0.0,0.043741584660610684,0.10718891997513436,0.8360735758060479,False,
