date,rh,sw_in,sw_out,H,Rn,theta_1,ws,t_avg,G,LE,wd,t_min,t_max,Rn_subday_gaps,H_subday_gaps,LE_subday_gaps,G_subday_gaps,rso,flux,energy,ebc_cf,ebr_5day_clim,flux_corr,LE_corr,ebr_corr,ebr,H_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val
2008-12-30,,137.4185416666667,22.26229166666667,22.74437499999999,-15.982083333333339,,1.5093749999999997,10.512916666666667,,37.61833333333333,226.67645833333333,8.85,11.73,0.0,0.0,0.0,48.0,142.67756774303336,60.36270833333332,,,,,11.170054677485773,,,,1.3125965429307669,0.3897507905014966,1.6,1.1,0.0,,0.354318900455906,0.3897507905014966,True,0.3897507905014966
2008-12-31,,135.0697916666667,22.435625000000005,28.590833333333336,-2.222083333333331,,1.758333333333333,8.55354166666667,,34.92166666666666,218.75625,7.44,10.3,0.0,0.0,0.0,48.0,143.14090953619188,63.5125,,,,,13.192837091215337,,,,1.216230978581406,0.4594722617013478,2.1000001,1.3000001,0.0,,0.3534401741210233,0.4594722617013478,True,0.4594722617013478
2009-01-01,,132.22812499999995,20.882708333333333,29.10354166666667,11.008541666666668,,1.74,9.306666666666667,,22.831458333333345,240.83166666666668,7.89,11.26,0.0,0.0,0.0,48.0,143.14090953619188,51.93500000000002,,,,,18.208528805719773,,,,0.7957307571999948,0.634610641271198,2.8,1.8000001,0.0,,0.3525614477861407,0.634610641271198,True,0.634610641271198
2009-01-02,,75.08354166666669,18.188333333333336,21.09666666666667,7.947083333333333,,1.6604166666666669,3.379791666666668,,13.062916666666665,205.28229166666668,-1.79,7.81,0.0,0.0,0.0,48.0,143.6446348498701,34.15958333333334,,,,,11.162353989639012,,,,0.4527183331094294,0.3868509935963839,1.5,1.1,3.8,,0.3516827214512581,0.3868509935963839,True,0.3868509935963839
2009-01-03,,82.63375000000002,20.58083333333333,21.266041666666666,-19.48,,1.346666666666667,-2.3024999999999998,,16.781458333333333,156.491875,-4.03,0.5,0.0,0.0,0.0,48.0,144.18861475504536,38.0475,,,,,9.159040337707156,,,,0.5784779195871035,0.3157236096368977,1.3000001,0.90000004,0.0,,0.3508039951163754,0.3157236096368977,True,0.3157236096368977
2009-01-04,,110.14854166666665,22.7475,29.41333333333333,-4.870208333333344,,1.4906250000000003,-2.02375,,10.148125,204.22854166666664,-3.68,0.36,0.0,0.0,0.0,48.0,144.77270792111,39.56145833333333,,,,,8.118843203367964,,,,0.3499104765841596,0.27994021502519423,1.1,0.8,0.0,,0.3499252687814928,0.27994021502519423,True,0.27994021502519423
2009-01-05,,34.083124999999995,9.289166666666668,-16.998897058823527,-3.3570833333333367,,2.1853431372549017,1.979620098039216,,-3.098443627450981,,-0.92,3.594117647058824,0.0,12.0,12.0,48.0,145.39676041403115,-20.097340686274507,,,,,9.076396236104292,,,,-0.10723980636752856,0.3141419021638108,1.3000001,0.90000004,0.90000004,,0.3490465424466101,0.3141419021638108,True,0.3141419021638108
2009-01-06,,134.90708333333333,23.94645833333334,-21.155686274509808,14.055833333333334,,2.9829901960784317,8.129546568627452,,22.183026960784318,,2.97,12.93,0.0,4.0,4.0,48.0,146.06060548711562,1.0273406862745065,,,,,12.001180888451119,,,,0.7722656085401912,0.417801379334073,1.7,1.2,0.0,,0.34816781611172753,0.417801379334073,True,0.417801379334073
2009-01-07,,137.64374999999998,20.030416666666664,18.946041666666673,12.808124999999995,,1.294583333333333,10.150833333333333,,10.777291666666665,155.93000000000004,8.66,11.98,0.0,0.0,0.0,48.0,146.76406336577818,29.723333333333336,,,,,12.943529874357202,,,,0.3759165373467595,0.4514758514388074,1.9,1.3000001,0.0,,0.3472890897768449,0.4514758514388074,True,0.4514758514388074
2009-01-08,,138.0995833333333,21.741666666666664,26.03062499999999,9.350833333333343,,2.3110416666666667,9.005833333333333,,20.69020833333333,184.3097916666666,4.49,12.17,0.0,0.0,1.0,48.0,147.50694102775654,46.72083333333333,,,,,15.907531004052572,,,,0.7208965450755609,0.5542565815071396,2.4,1.6,0.0,,0.34641036344196224,0.5542565815071396,True,0.5542565815071396
2009-01-09,,144.51458333333338,24.20687500000001,-18.451875,-4.522083333333328,,2.1079166666666658,7.217708333333333,,44.58791666666667,216.10208333333333,5.62,9.33,0.0,0.0,0.0,48.0,148.28903198026615,26.136041666666674,,,,,13.90741878648735,,,,1.5509096625748566,0.4837442919499114,2.1000001,1.4,0.0,,0.3455316371070796,0.4837442919499114,True,0.4837442919499114
2009-01-10,,140.27854166666665,23.070416666666656,8.554166666666665,5.979375000000008,,1.6868750000000003,9.417916666666667,,18.114166666666666,204.496875,6.61,11.98,0.0,0.0,0.0,48.0,149.1101160356178,26.66833333333333,,,,,12.854252492111595,,,,0.6313887935166872,0.4480488184691472,2.1000001,1.3000001,0.0,,0.344652910772197,0.4480488184691472,True,0.4480488184691472
2009-01-11,,140.15520833333332,22.76958333333333,-3.650625000000001,2.1291666666666687,,2.405,12.257291666666672,,29.74479166666667,218.28208333333333,10.35,14.86,0.0,0.0,0.0,48.0,149.9699590868502,26.094166666666666,,,,,17.704805027026,,,,1.0395983287074924,0.6187935663645844,2.8,1.8000001,0.0,,0.3437741844373144,0.6187935663645844,True,0.6187935663645844
2009-01-12,,142.20375,22.85020833333333,15.64125,6.689166666666673,,1.250416666666666,12.050833333333335,,33.196875,170.9622916666667,9.88,13.76,0.0,0.0,0.0,48.0,150.86831288494503,48.838125,,,,,14.719192242006613,,,,1.1600219774501384,0.5143431871536476,2.4,1.5,0.0,,0.3428954581024317,0.5143431871536476,True,0.5143431871536476
2009-01-13,,145.274375,23.06541666666667,4.1475,-3.5385416666666605,,1.5735416666666673,12.889166666666664,,29.153541666666662,218.401875,10.78,14.95,0.0,0.0,0.0,48.0,151.8049148192047,33.301041666666656,,,,,14.66971917857337,,,,1.019549071005333,0.5130250976513236,2.4,1.5,0.0,,0.3420167317675491,0.5130250976513236,True,0.5130250976513236
2009-01-14,,146.22354166666668,24.94666666666667,7.507500000000004,-2.629375000000012,,2.038541666666666,12.814166666666667,,29.07916666666667,233.46875000000003,11.11,14.88,0.0,0.0,0.0,48.0,152.7794877023699,36.58666666666667,,,,,14.633077741997962,,,,1.0168751671262866,0.5117070081489997,2.3,1.5,0.0,,0.3411380054326665,0.5117070081489997,True,0.5117070081489997
2009-01-15,,145.51520833333333,22.37479166666668,22.57166666666668,1.6193749999999965,,1.5137499999999997,11.380625,,22.00458333333333,221.5908333333333,9.93,12.61,0.0,0.0,0.0,48.0,153.79173956205068,44.57625,,,,,21.145483305320905,,,,0.7684300078702072,0.7384290652808126,2.6000001,1.7,0.0,,0.4343700384004781,0.7384290652808126,True,0.7384290652808126
2009-01-16,,148.65416666666667,23.522500000000004,18.157916666666665,9.90145833333333,,1.9156250000000004,9.420208333333333,,20.799791666666664,190.19791666666669,8.68,10.3,0.0,0.0,0.0,48.0,154.84136344002806,38.95770833333333,,0.6149717888267857,1.626090851919814,23.95789158234217,12.791285088474467,1.626090851919814,,11.166606493867707,0.7250007286345531,0.4458549949891142,2.1000001,1.4,0.0,0.31846785356365304,0.4434696250873356,0.6208574751222699,False,
2009-01-17,,152.05687500000005,24.55270833333333,28.63729166666667,11.765625000000005,,1.3660416666666662,9.273750000000003,,23.764375,179.34645833333323,7.71,10.39,0.0,0.0,0.0,48.0,155.92803720095947,52.40166666666667,,0.6149717888267857,1.626090851919814,32.22554668750495,14.614420204100547,1.626090851919814,,17.611126483404405,0.8282191630188936,0.5093314202223522,2.2,1.4,0.0,0.3638081573016802,0.4243019971185459,0.5940227959659643,False,
2009-01-18,,151.775625,25.32895833333333,22.250000000000004,9.010625000000003,,1.699375,9.296041666666667,,43.44937500000002,248.2875,8.46,10.5,0.0,0.0,0.0,48.0,157.05142335199548,65.69937500000003,,0.6149717888267857,1.626090851919814,40.40326216855182,26.720139867155837,1.626090851919814,,13.683122301395983,1.5142989864311485,0.9312511565041518,2.2,1.5,0.0,0.6208341043361012,0.4009886688550661,0.6014830032825992,False,
