date,lw_out,es,rh,H,LE,t_avg,Rn,sw_out,G,g_2,ws,vpd,g_3,sw_in,t_dew,vp,wd,g_1,theta_1,lw_in,t_min,t_max,G_subday_gaps,LE_subday_gaps,H_subday_gaps,ppt,Rn_subday_gaps,ASCE_ETo,rso,flux,energy,H_corr,ebr,flux_corr,ebr_5day_clim,ebc_cf,LE_corr,ebr_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val
2005-01-13,406.183875,,84.0511162925,0.9066587522916668,,,35.66823,10.889035895833333,3.9322777777499986,,3.061741416666667,0.4003157430375001,,80.77911262500002,,,184.3116875,3.9322777777499986,29.737500000000008,371.94510416666674,,,0,34,0,0.0,0,,150.81034916579765,,31.735952222250003,0.7811930666618708,,,1.1606077818456908,0.8616175211316611,,1.1606077818456908,,,4.8,3.1000001,0.0,,,,False,
2005-01-14,377.2574166666666,,83.12372134875,-57.804426244791664,,,-17.333308916666667,1.3208111500000004,0.5729166666249993,,4.333275416666666,0.2793556635333333,,7.533794422916666,,,103.415863125,0.5729166666249993,32.58958333333333,353.7284999999998,,,0,46,4,28.10000000000001,0,,151.72729820848602,,-17.906225583291665,-48.11545291970714,,,1.2013692636594948,0.8323835395571023,,1.2013692636594948,,,4.8,3.0,33.0,,,,False,
2005-01-15,329.4686875,,68.37031859166666,6.791954532291659,,,0.4638343749999967,9.969093916666667,-8.260833333499999,,3.981991041666667,0.25036276482500003,,68.69909654166666,,,31.112389583333336,-8.260833333499999,33.43958333333333,271.1776458333334,,,0,35,0,0.0,0,,152.67948146493768,,8.724667708499997,5.46798680979728,,,1.2421307454732988,0.805068229447104,,1.2421307454732988,,,3.2,2.0,0.0,,,,False,
2005-01-16,328.2846666666666,,90.69758692208336,-18.02624540020833,,,5.771026895833331,1.52174649375,-7.1079027777500015,,3.7527937499999986,0.07102681328541664,,13.114298987291665,,,113.59194972708336,-7.1079027777500015,33.1875,322.44635416666665,,,0,41,3,3.3000000000000003,0,,153.66658992928032,,12.87892967358333,-14.051254670338093,,,1.2828922272871024,0.779488704296442,,1.2828922272871024,,,2.8,1.8000001,2.9,,,,False,
2005-01-17,309.6278541666666,,48.30457957166667,44.77867362458333,,,45.91466604166666,21.6034444375,-8.579631944375,,2.957494791666667,0.2954919519083333,,146.88382433333334,,,339.38979166666667,-8.579631944375,33.120833333333344,230.3196458333333,,,0,33,0,0.0,0,,154.68829993516883,,54.49429798604167,33.43849716995426,,,1.339135350401412,0.7467505056156163,,1.339135350401412,,,2.6000001,1.7,0.0,,,,False,
2005-01-18,283.86077083333333,,35.42960003041667,67.46303347583331,,,34.54826625000001,22.95036395833333,-11.10076388875,,2.8106825208333337,0.2605630785354168,,150.96561333333338,,,308.57626527083335,-11.10076388875,32.38333333333333,190.3928125,,,0,32,0,0.0,0,,155.7442730279197,,45.64903013875002,48.34748045514634,,,1.3953784735157218,0.716651445453686,,1.3953784735157218,,,2.3,1.5,0.0,,,,False,
2005-01-19,288.620875,,65.4564749920833,14.28818032604167,,,7.677631249999995,8.2631815,-10.406180555333332,,1.71113786875,0.15967253237708334,,53.57468237583333,,,249.64041666666665,-10.406180555333332,31.26458333333333,250.97270833333332,,,0,30,0,0.0,0,,156.83415584863897,,18.08381180533333,10.053143992914704,,,1.4212648636199534,0.7035986223236433,,1.4212648636199534,,,1.9,1.2,0.5,,,,False,
2005-01-20,319.27956250000005,,61.847883722708346,23.53521226499999,,,44.71167291666668,14.03511195833333,-7.035520833333332,,1.289336458333333,0.2866808263249999,,105.23918652083331,,,211.9597635416666,-7.035520833333332,31.404166666666626,272.7627083333333,,,0,31,0,0.1,0,,157.95758003159102,,51.74719375000001,16.336259148443254,,,1.4406732931414563,0.6941198984951352,,1.4406732931414563,,,1.7,1.1,1.1,,,,False,
2005-01-21,310.75704166666657,,73.19342597624998,60.89702956229169,,,41.15549416666664,14.808322016666665,-4.824249999979168,,2.1166168125,0.1570850590770834,,101.58928886041667,,,53.17170416666666,-4.824249999979168,31.564583333333346,265.1619374999999,,,0,32,0,0.30000000000000004,0,,159.1141621160049,,45.979744166645816,41.70795964161861,,,1.4600817226629597,0.6848931703467647,,1.4600817226629597,,,1.4,0.90000004,0.7,,,,False,
2005-01-22,313.49525,,84.37958091520834,28.08161465645833,,,10.777913812500005,2.7525135429166654,-6.216625000020831,,1.9912904791666663,0.08260734944166669,,21.361252152708328,,,157.18991875,-6.216625000020831,31.38333333333333,305.6207708333334,,,0,30,3,2.6,0,,160.30350347347118,,16.994538812520833,19.165676229859482,,,1.465203435541091,0.6824990822047219,,1.465203435541091,,,2.6000001,1.6,4.2000003,,,,False,
2005-01-23,296.01095833333335,,58.71982658770836,60.314932563333336,,,39.81996087500001,17.73314765416667,-6.803451388895835,,4.429380208333334,0.17978951512499994,,124.73969537291669,,,333.42049999999995,-6.803451388895835,31.554166666666685,228.8709375,,,0,33,0,0.1,0,,161.5251902520267,,46.623412263895844,41.0110882851044,,,1.4706981717732246,0.6799491691720113,,1.4706981717732246,,,3.6000001000000004,2.2,0.0,,,,False,
2005-01-24,299.33425000000005,,41.76240923854168,46.61608063874999,,,56.893173958333314,20.465709083333333,-8.094930555500001,,2.257205625,0.3095846459729167,,148.6193053333334,,,274.262691875,-8.094930555500001,30.80624999999999,228.07095833333332,,,0,31,0,0.0,0,,162.77879333796773,,64.98810451383332,32.33600744081776,,,1.441615224887241,0.6936663700109141,,1.441615224887241,,,2.6000001,1.6,0.0,,,,False,
2005-01-25,318.65804166666663,,51.71763473833334,41.771456645416656,,,48.973010416666654,19.61247958333333,-5.961999999979168,,1.6759935208333332,0.37202407565208334,,143.89644687499995,,,201.6394229166666,-5.961999999979168,30.897916666666635,243.3357916666666,,,0,31,0,0.0,0,,164.0638683363688,,54.93501041664581,29.57203689852918,,,1.4125322780012572,0.7079484239574382,,1.4125322780012572,,,2.0,1.4,0.0,,,,False,
2005-01-26,343.3325208333333,,67.99833580958334,14.082260062708334,,,43.19213291666665,13.461291916666667,-2.360826388854166,,2.1078900000000003,0.41324768957708335,,102.7983747291667,,,227.24018750000005,-2.360826388854166,31.13125000000001,297.19722916666666,,,0,32,0,0.0,0,,165.37995557122102,,45.55295930552082,10.179093477428523,,,1.3834493311152738,0.7228309541295925,,1.3834493311152738,,,1.9,1.3000001,0.0,,,,False,
2005-01-27,314.63770833333325,,57.82102196895832,71.65388380791667,,,48.40510020833335,21.033234662500004,-4.2418472221874985,,3.5818018750000005,0.2615518015270833,,144.66940031250004,,,29.32198749999998,-4.2418472221874985,31.22708333333333,239.40897916666657,,,0,32,1,0.0,0,,166.72658010603394,,52.64694743052085,53.50458991813832,,,1.3392100363267276,0.7467088603538733,,1.3392100363267276,,,2.3,1.5,0.0,,,,False,
2005-01-28,293.4183958333333,,53.75429724124999,67.66934988145833,,,37.932266666666656,21.497986666666673,-8.046659722249997,,3.1387602083333337,0.21430111907708332,,143.81472416666662,,,55.7854625,-8.046659722249997,30.956250000000026,209.01654166666665,,,0,31,0,0.0,0,,168.1032517856737,,45.978926388916655,52.255504862665774,,,1.2949707415381808,0.7722182192411456,,1.2949707415381808,,,2.4,1.6,0.0,,,,False,
2005-01-29,315.59375,,69.96086091312502,47.63838893208331,,,64.9812998125,16.767724991666665,-5.722444444479168,,1.9079166875,0.20553950959583345,,124.769448625,,,75.21600604166666,-5.722444444479168,30.77083333333334,272.5554583333333,,,0,28,0,0.6,0,,169.50946530013638,,70.70374425697916,38.08842342285756,,,1.2507314467496349,0.7995321478473828,,1.2507314467496349,,,2.1000001,1.4,1.1,,,,False,
2005-01-30,327.47077083333335,,93.34864853604164,12.95772449416667,,,22.985722354166654,3.3263248354166666,-2.1394513888541677,,2.7174627916666663,0.04825744085833333,,30.30683273125,,,272.79589981249995,-2.1394513888541677,33.18125,323.4787499999999,,,0,31,0,16.498425197000007,0,,170.944700270879,,25.125173743020824,10.804685745057137,,,1.1992689838382846,0.8338412928845035,,1.1992689838382846,,,2.4,1.6,26.1,,,,False,
